,timestamp,open_price,high,low,close,volume
55,2018-11-29,110.3300,111.1150,109.0300,110.1900,28123195
56,2018-11-28,107.8900,111.3300,107.8600,111.1200,46788461
57,2018-11-27,106.2700,107.3300,105.3600,107.1400,29124486
58,2018-11-26,104.7900,106.6300,104.5800,106.4700,32336165
59,2018-11-23,102.1700,103.8099,102.0000,103.0700,13823099
60,2018-11-21,103.6000,104.4300,102.2400,103.1100,28130621
61,2018-11-20,101.8000,102.9700,99.3528,101.7100,64052457
62,2018-11-19,108.2700,108.5600,103.5500,104.6200,44773899
63,2018-11-16,107.0800,108.8800,106.8000,108.2900,33502121
64,2018-11-15,104.9900,107.8000,103.9100,107.2800,38505165
65,2018-11-14,108.1000,108.2600,104.4700,104.9700,39495141
66,2018-11-13,107.5500,108.7400,106.6400,106.9400,35374583
67,2018-11-12,109.4200,109.9600,106.1000,106.8700,33621807
68,2018-11-09,110.8500,111.4500,108.7600,109.5700,32039223
69,2018-11-08,111.8000,112.2100,110.9100,111.7500,25644105
70,2018-11-07,109.4400,112.2400,109.4000,111.9600,37901704
71,2018-11-06,107.3800,108.8400,106.2800,107.7200,24340248
72,2018-11-05,106.3700,107.7400,105.9000,107.5100,27922144
73,2018-11-02,106.4800,107.3200,104.9750,106.1600,37680194
74,2018-11-01,107.0500,107.3200,105.5300,105.9200,33384201
75,2018-10-31,105.4350,108.1400,105.3900,106.8100,51062383
76,2018-10-30,103.6600,104.3800,100.1100,103.7300,65350878
77,2018-10-29,108.1050,108.7000,101.6300,103.8500,55162001
78,2018-10-26,105.6900,108.7500,104.7600,106.9600,55523104
79,2018-10-25,106.5500,109.2700,106.1500,108.3000,61646819
80,2018-10-24,108.4100,108.4900,101.5901,102.3200,63897759
81,2018-10-23,107.7700,108.9700,105.1100,108.1000,43770429
82,2018-10-22,109.3200,110.5400,108.2400,109.6300,26545607
83,2018-10-19,108.9300,110.8600,108.2100,108.6600,32785475
84,2018-10-18,110.1000,110.5300,107.8300,108.5000,32506192
85,2018-10-17,111.6800,111.8100,109.5482,110.7100,26548243
86,2018-10-16,109.5400,111.4100,108.9500,111.0000,31610164
87,2018-10-15,108.9100,109.4800,106.9468,107.6000,32068103
88,2018-10-12,109.0100,111.2400,107.1200,109.5700,47742109
89,2018-10-11,105.3500,108.9300,104.2000,105.9100,63904282
90,2018-10-10,111.2400,111.5000,105.7900,106.1600,61376300
91,2018-10-09,111.1400,113.0800,110.8000,112.2600,26198594
92,2018-10-08,111.6600,112.0300,109.3400,110.8500,29640588
93,2018-10-05,112.6300,113.1700,110.6400,112.1300,29068859
94,2018-10-04,114.6100,114.7588,111.6300,112.7900,34821717
95,2018-10-03,115.4200,116.1800,114.9300,115.1700,16648018
96,2018-10-02,115.3000,115.8400,114.4400,115.1500,20787239
97,2018-10-01,114.7500,115.6800,114.7300,115.6100,18883079
98,2018-09-28,114.1900,114.5700,113.6800,114.3700,21647811
99,2018-09-27,114.7800,114.9100,114.2000,114.4100,19091299
