,timestamp,open_price,high,low,close,volume
40,2018-12-21,156.8600,158.1600,149.6300,150.7300,95744384
41,2018-12-20,160.4000,162.1100,155.3000,156.8300,64772960
42,2018-12-19,166.0000,167.4500,159.0900,160.8900,49047297
43,2018-12-18,165.3800,167.5300,164.3900,166.0700,33841518
44,2018-12-17,165.4500,168.3500,162.7300,163.9400,44287922
45,2018-12-14,169.0000,169.0800,165.2800,165.4800,40703710
46,2018-12-13,170.4900,172.5700,169.5500,170.9500,31897827
47,2018-12-12,170.4000,171.9200,169.0200,169.1000,35627674
48,2018-12-11,171.6600,171.7900,167.0000,168.6300,47281665
49,2018-12-10,165.0000,170.0900,163.3300,169.6000,62025994
50,2018-12-07,173.4900,174.4900,168.3000,168.4900,42281631
51,2018-12-06,171.7600,174.7800,170.4200,174.7200,43098410
52,2018-12-04,180.9500,182.3899,176.2700,176.6900,41344282
53,2018-12-03,184.4600,184.9400,181.2100,184.8200,40798002
54,2018-11-30,180.2900,180.3300,177.0300,178.5800,39531549
55,2018-11-29,182.6600,182.8000,177.7000,179.5500,41769992
56,2018-11-28,176.7300,181.2900,174.9300,180.9400,46062539
57,2018-11-27,171.5100,174.7700,170.8800,174.2400,41387377
58,2018-11-26,174.2400,174.9500,170.2600,174.6200,44998520
59,2018-11-23,174.9400,176.5950,172.1000,172.2900,23623972
60,2018-11-21,179.7300,180.2700,176.5500,176.7800,31124210
61,2018-11-20,178.3700,181.4700,175.5100,176.9800,67825247
62,2018-11-19,190.0000,190.7000,184.9900,185.8600,41920872
63,2018-11-16,190.5000,194.9695,189.4600,193.5300,36928253
64,2018-11-15,188.3900,191.9700,186.9000,191.4100,46478801
65,2018-11-14,193.9000,194.4800,185.9300,186.8000,60800957
66,2018-11-13,191.6300,197.1800,191.4501,192.2300,46882936
67,2018-11-12,199.0000,199.8500,193.7900,194.1700,51135518
68,2018-11-09,205.5500,206.0100,202.2500,204.4700,34365750
69,2018-11-08,209.9800,210.1200,206.7500,208.4900,25362636
70,2018-11-07,205.9700,210.0600,204.1300,209.9500,33424434
71,2018-11-06,201.9200,204.7200,201.6900,203.7700,31882881
72,2018-11-05,204.3000,204.3900,198.1700,201.5900,66163669
73,2018-11-02,209.5500,213.6500,205.4300,207.4800,91328654
74,2018-11-01,219.0500,222.3600,216.8100,222.2200,58323180
75,2018-10-31,216.8800,220.4500,216.6200,218.8600,38358933
76,2018-10-30,211.1500,215.1800,209.2700,213.3000,36659990
77,2018-10-29,219.1900,219.6900,206.0900,212.2400,45935520
78,2018-10-26,215.9000,220.1900,212.6700,216.3000,47258375
79,2018-10-25,217.7100,221.3800,216.7500,219.8000,29855768
80,2018-10-24,222.6000,224.2300,214.5400,215.0900,40925163
81,2018-10-23,215.8300,223.2500,214.7000,222.7300,38767846
82,2018-10-22,219.7900,223.3600,218.9400,220.6500,28792082
83,2018-10-19,218.0600,221.2600,217.4300,219.3100,33078726
84,2018-10-18,217.8600,219.7400,213.0000,216.0200,32581315
85,2018-10-17,222.3000,222.6400,219.3400,221.1900,22885397
86,2018-10-16,218.9300,222.9900,216.7627,222.1500,29183963
87,2018-10-15,221.1600,221.8300,217.2700,217.3600,30791007
88,2018-10-12,220.4200,222.8800,216.8400,222.1100,40337851
89,2018-10-11,214.5200,219.5000,212.3200,214.4500,53124392
90,2018-10-10,225.4600,226.3500,216.0500,216.3600,41990554
91,2018-10-09,223.6400,227.2700,222.2462,226.8700,26891029
92,2018-10-08,222.2100,224.8000,220.2000,223.7700,29663923
93,2018-10-05,227.9600,228.4100,220.5800,224.2900,33580463
94,2018-10-04,230.7800,232.3500,226.7300,227.9900,32042000
95,2018-10-03,230.0500,233.4700,229.7800,232.0700,28654799
96,2018-10-02,227.2500,230.0000,226.6300,229.2800,24788170
97,2018-10-01,227.9500,229.4200,226.3500,227.2600,23600802
98,2018-09-28,224.7900,225.8400,224.0200,225.7400,22929364
99,2018-09-27,223.8200,226.4400,223.5400,224.9500,30181227
