,timestamp,open_price,high,low,close,volume
0,2019-02-21,171.8000,172.3700,170.3000,170.3200,13233568
1,2019-02-20,171.1900,173.3200,170.9900,172.0300,25323510
2,2019-02-19,169.7100,171.4400,169.4900,170.9300,18972826
3,2019-02-15,171.2500,171.7000,169.7500,170.4200,24626814
4,2019-02-14,169.7100,171.2615,169.3800,170.8000,21835747
5,2019-02-13,171.3900,172.4800,169.9200,170.1800,22490233
6,2019-02-12,170.1000,171.0000,169.7000,170.8900,22283523
7,2019-02-11,171.0500,171.2100,169.2500,169.4300,20993425
8,2019-02-08,168.9900,170.6600,168.4200,170.4100,23819966
9,2019-02-07,172.4000,173.9400,170.3400,170.9400,31741690
10,2019-02-06,174.6500,175.5700,172.8531,174.2400,28239591
11,2019-02-05,172.8600,175.0800,172.3501,174.1800,36101628
12,2019-02-04,167.4100,171.6550,167.2800,171.2500,31495582
13,2019-02-01,166.9600,168.9800,165.9300,166.5200,32668138
14,2019-01-31,166.1100,169.0000,164.5600,166.4400,40739649
15,2019-01-30,163.2500,166.1500,160.2300,165.2500,61109780
16,2019-01-29,156.2500,158.1300,154.1100,154.6800,41587239
17,2019-01-28,155.7900,156.3300,153.6600,156.3000,26192058
18,2019-01-25,155.4800,158.1300,154.3200,157.7600,33547893
19,2019-01-24,154.1100,154.4800,151.7400,152.7000,25441549
20,2019-01-23,154.1500,155.1400,151.7000,153.9200,23130570
21,2019-01-22,156.4100,156.7300,152.6200,153.3000,30393970
22,2019-01-18,157.5000,157.8800,155.9806,156.8200,33751023
23,2019-01-17,154.2000,157.6600,153.2600,155.8600,29821160
24,2019-01-16,153.0800,155.8800,153.0000,154.9400,30569706
25,2019-01-15,150.2700,153.3900,150.0500,153.0700,28710324
26,2019-01-14,150.8500,151.2700,149.2200,150.0000,32439186
27,2019-01-11,152.8800,153.7000,151.5100,152.2900,27023241
28,2019-01-10,152.5000,153.9700,150.8600,153.8000,35780670
29,2019-01-09,151.2900,154.5300,149.6300,153.3100,45099081
30,2019-01-08,149.5600,151.8200,148.5200,150.7500,41025314
31,2019-01-07,148.7000,148.8300,145.9000,147.9300,54777764
32,2019-01-04,144.5300,148.5499,143.8000,148.2600,58607070
33,2019-01-03,143.9800,145.7200,142.0000,142.1900,91312195
34,2019-01-02,154.8900,158.8500,154.2300,157.9200,37039737
35,2018-12-31,158.5300,159.3600,156.4800,157.7400,35003466
36,2018-12-28,157.5000,158.5200,154.5500,156.2300,42291424
37,2018-12-27,155.8400,156.7700,150.0700,156.1500,53117065
38,2018-12-26,148.3000,157.2300,146.7200,157.1700,58582544
39,2018-12-24,148.1500,151.5500,146.5900,146.8300,37169232
